,Unnamed: 0,success,iters,id,original_text,perturbed_text,ground_truth_output,error
4047,18811,True,1.0,19072,"September 2013 UTC 
 Thanks for your additions to the Wieck brothers    I have been quite busy with my new source  I keep finding deleted game designer articles some of which I now have good info for  I restored Brennan Taylor and Justin D Jacobson  do you have any more sources for them or for Lee Hammock and Wilf K Backhaus    1801 18",september 2013 utc * for your additions to the wieck brothers i have been quite busy with my new source i keep finding deleted game designer articles some of which i now have good info for i restored brennan taylor and justin d jacobson do you have any more sources for them or for lee hammock and wilf k backhaus 1801 18,0,
4048,18825,True,1.0,19087,no thats a joke like it says in the article She is a comedian after all,no thats a joke like it says in the article she is a bitch after all,0,
4049,18828,True,1.0,19090,"Water and the environment  

 was 2 hours past the 7 day limit when you deprodded Taken to AFD Ten Pound Hammer  and a cluebat",water and the environment was 2 hours past the 7 day limit when you depro * taken to afd ten pound hammer and a cluebat,0,
4050,18833,True,1.0,19096,he wants to have sex with her,he wants to have breakfast with her,1,
4051,18836,True,1.0,19099,Your humor exceeds your reputation my mentally challenged friend We may be the barbarian race that eats stupid little dog but at least we dont eat little baby girls or bury them in our backyards Eating dog is incomparible with eating humans you sick chink fucks I still dont understand why you call us gooksits the racist term for asians i mean its like if im a black person i call another black person nigger but not in a friendly way Wow you must think ur white or somethingpity And thank you for the fly comment Im sure you and ur peasant children have experience We dont make outrageous random claims to stuff that belong to others oh i forgot ur all fucking commies no wonder,your humor exceeds your reputation my mentally challenged friend we may be the barbarian race that eats stupid little dog but at least we dont eat little baby girls or bury them in our backyards eating dog is incomparible with eating humans you sick chink fucks i still dont understand why you call us gooksits the racist term for asians i mean its like if im a black person i call another black person nigger but not in a friendly way wow you must think ur white or somethingpity and thank you for the fly comment im sure you and ur peasant children have experience we dont make outrageous random claims to stuff that belong to others oh i forgot ur all. commies no wonder,1,
4052,18837,True,1.0,19100,"Who the 

 Excuse me Mr Wales I know youre busy but who the heck deleting the userboxes page Are you planning to eliminate them or something Thanks for listening",who the excuse me mr wales i know youre busy but who the heck del *ng the userboxes page are you planning to eliminate them or something thanks for listening,0,
4053,18845,True,1.0,19108,Avast dread pirate Husond Swab the decks ye scallywag,avast dread pirate husond *ab the decks ye scallywag,0,
4054,18847,True,10.0,19110,"Gurinder Singh  

 He is a rapist He raped me 10 years back He is a rapist They run a family business and he should be beheaded","Gurinder Singh  

 He is a rapist He raped me 10 years back He is a rapist They run a family business and he should be beheaded",1,
4055,18858,True,1.0,19121,"Violation  

 In deleting my Wikiracist article as utter crap you violated several tenets of wikipedia  Dont bite the newbies Assume good faith and the utter crap is a Personal Attack You also failed to let the deletion process take its course and achieve consensus How do you justify this",violation in deleting my wikiracist article as utter crap you violated several tenets of wikipedia dont bite the newbies assume good faith and the utter crap is a personal attack you also failed to let the deletion process take its course and achieve it how do you justify this,1,
4056,18868,True,1.0,19131,and then i will bend your mum over and pump her full of aaron,and then i will bend your mum over and get her full of aaron,1,
4057,18874,True,1.0,19137,"Atatrk 

 You cannot escape Atatrks racial superiority 
 England sucks at football 
 Turkey rules at football 
 Go stab someone",atatrk you cannot escape atatrks racial superiority england policy at football turkey rules at football go stab someone,1,
4058,18875,True,1.0,19138,"Duck Face  

 Duck Face redirects here and i do not believe it should",duck face duck face redirects here and i do fucking believe it should,0,
4059,18880,True,1.0,19143,Fab  Thanks,*b thanks,0,
4060,18881,True,1.0,19144,what the hell i havent vandalisesd any thing you retard wat are yu on,what the fuck i havent vandalisesd any thing you retard wat are yu on,0,
4061,18885,True,1.0,19148,"Babyfuck  

 It has been reported that this person was fornicating with her boss 

 She is no longer a good Christian girl Kill it with fire",babyfuck it has been reported that this person was fornicating with her boss she is no longer a good christian girl doing it with fire,1,
4062,18901,True,1.0,19165,"hey  

 what up dog",* what up dog,0,
4063,18905,True,10.0,19169,"sig added by jersyko 
 Yeah baby you know you enjoyed slipping them in slowly in our bed last night and you didnt even need any lube to get any in yours  your cavernous anus is so inviting","sig added by jersyko 
 Yeah baby you know you enjoyed slipping them in slowly in our bed last night and you didnt even need any lube to get any in yours  your cavernous anus is so inviting",1,
4064,18918,True,2.0,19182,Andy Pyke is the vocalistfrontman for BirminghamEngland metalheads Marshall Law,* pyke is the onefrontman for birminghamengland metalheads marshall law,0,
4065,18920,True,1.0,19184,Speech is never free and free speech is an illusion Also an illusion is your belief that I actually give a shit what you think in general or of me specifically,speech is never free and free speech is an illusion also an illusion is your belief that i actually give a reason what you think in general or of me specifically,1,
4066,18930,True,1.0,19194,M 0818 5 January 2012,m *18 5 january 2012,0,
4067,18932,True,1.0,19196,he isnt a nutcase he was just trying to show the real truth,he isnt a bitchcase he was just trying to show the real truth,0,
